review_id,year,seat_type,type_of_traveller,route,overall_rating_10,sentiment_score,top_complaint,frequency,rank
184,2024,Business Class,Couple Leisure,Durban to Dublin via Doha,1,-0.8,"wifi did not work, food tasteless",1,4
185,2024,Business Class,Couple Leisure,Dublin to Cape Town via Doha,5,-0.3,seat and entertainment were disappointing,1,4
186,2024,Business Class,Business,Istanbul to Doha,3,-0.8,check in process was slow and frustrating,1,4
190,2024,Economy Class,Solo Leisure,Melbourne to London via Doha,7,0.2,"seat not very comfortable, food quality inconsistent",1,4
191,2024,Economy Class,Couple Leisure,Bangkok to London via doha,8,0.7,"boarding issues, safety concerns during taxiing",1,4
193,2024,Economy Class,Solo Leisure,Sydney to Athens via Doha,3,-0.8,"seats blocked leg room, no upgrade options",1,4
194,2024,Business Class,Solo Leisure,Manila to Auckland via Doha,10,0.9,only negative being the lounges which they don't control outside of doha,1,4
195,2024,Business Class,Business,Dubai to Sofia via Doha,3,-0.8,"broken seat, no legroom",1,4
196,2024,Economy Class,Couple Leisure,Singapore to Zurich,4,-0.8,poor response to luggage damage,1,4
197,2024,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,5,-0.8,chaotic and confusing boarding process,1,4
198,2024,Business Class,Solo Leisure,Bangkok to London via Doha,9,0.6,boarding was a shambles,1,4
199,2024,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,3,-0.8,"rude staff, no entertainment",1,4
200,2024,Economy Class,Family Leisure,Gatwick to Colombo via Doha,2,-0.7,6 hour delay with no compensation,1,4
202,2024,Economy Class,Couple Leisure,Gatwick to Salalah via Doha,9,0.75,"no hot towels, smaller meals",1,4
203,2024,Economy Class,Couple Leisure,Salalah to London via Doha,5,-0.8,"seats cramped, food bad, crew indifferent",1,4
204,2024,Economy Class,Business,Helsinki to Johannesburg via Doha,5,-0.8,"service was we don't care, we just work here.",1,4
205,2024,Business Class,Business,Barcelona to Kuala Lumpur via Doha,2,-0.8,no cordoned off section for business class,1,4
206,2024,Economy Class,Couple Leisure,Doha to Singapore,2,-0.8,"chaos at doha airport, inefficient staff",1,4
207,2024,Economy Class,Solo Leisure,Doha to Prague,10,0.8,got chicken instead of beef,1,4
208,2024,Economy Class,Solo Leisure,Bangkok to Doha,10,0.75,missed connecting flights due to understaffing,1,4
210,2024,Economy Class,Solo Leisure,Karachi to Chicago via Doha,1,-0.9,"worst food, luggage policy change",1,4
211,2024,Economy Class,Solo Leisure,Beijing to Doha,4,-0.8,seat re-allocation without consideration of purchase,1,4
212,2024,Economy Class,Couple Leisure,London to Kuala Lumpur via Doha,3,-0.8,"app failed to work, causing delays and stress",1,4
214,2024,Economy Class,Couple Leisure,Riyadh to Male via doha,10,0.85,flight was delayed,1,4
215,2024,Economy Class,Family Leisure,Adelaide to Frankfurt,1,-0.8,"cancelled and rebooked separately, no refund.",1,4
216,2024,Economy Class,Solo Leisure,Edinburgh to Kuala Lumpur via Doha,4,-0.8,"legroom lacking, spill issues",1,4
217,2024,Economy Class,Family Leisure,Nairobi to San Francisco via Doha,3,-0.8,"delayed flights, lost luggage",1,4
218,2024,Economy Class,Family Leisure,Perth to Dubai via Doha,1,-0.8,family separated from children,1,4
219,2024,Economy Class,Solo Leisure,Kuala Lumpur to Doha,5,0.2,food was in a small portion and limited option,1,4
221,2024,Economy Class,Solo Leisure,Oslo to Sharjah via Doha,3,-0.7,only 1 meal service on a 7 hour flight.,1,4
222,2024,Economy Class,Solo Leisure,Dubai to Bangkok via Doha,6,0.1,long wait on bus gate,1,4
223,2024,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,4,-0.2,"food poor in quality, taste and presentation.",1,4
226,2024,First Class,Family Leisure,Sydney to Doha,10,-0.2,wifi wasn’t working,1,4
228,2024,Economy Class,Solo Leisure,Doha to Birmingham,3,-0.7,"emails ignored, frustrating",1,4
230,2024,Economy Class,Family Leisure,Singapore to Dubai,1,-0.8,"missing luggages, no help",1,4
231,2024,Economy Class,Family Leisure,Rome to Doha,2,-0.8,"seats not together, no help at airport",1,4
232,2024,Economy Class,Family Leisure,Dubai to Manchester via Doha,1,-0.8,seats not allocated as promised,1,4
233,2024,Economy Class,Family Leisure,Dubai to Manchester via Doha,3,-0.8,"check-in issues, staff rudeness, inconsistent service",1,4
234,2024,Economy Class,Solo Leisure,Washington to Nairobi via Doha,2,-0.8,"flight delay, poor conditions in plane, missed connection, lost luggage",1,4
235,2024,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,2,-0.8,"poor customer service, unprofessional",1,4
236,2024,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,4,-0.8,poor customer service at doha,1,4
237,2024,Business Class,Family Leisure,Nairobi to Madrid via Doha,3,-0.75,"lounge access denied, poor seat quality",1,4
238,2024,Economy Class,Couple Leisure,San Francisco to Ahmedabad via Doha,4,-0.8,delayed for 8 hours,1,4
239,2024,Economy Class,Solo Leisure,Dublin to Dubai via Doha,3,-0.8,"overnight hotel stay forced, poor service",1,4
240,2024,Economy Class,Couple Leisure,Madrid to Johannesburg via Doha,7,-0.3,lack of information given to passengers,1,4
241,2024,Economy Class,Couple Leisure,Madrid to Doha,3,-0.8,"cabin luggage weight policy, inflexible staff",1,4
242,2024,Economy Class,Couple Leisure,Kilimanjaro to London via Doha,1,-0.8,"seats didn't exist, given worst spots",1,4
246,2024,Business Class,Couple Leisure,Doha to Goa,10,0.8,wifi was extremely slow and spotty,1,4
247,2024,Business Class,Couple Leisure,Copenhagen to Doha,10,0.5,indian vegetarian preparation was oily,1,4
249,2024,Business Class,Family Leisure,Singapore to Washington via Doha,5,-0.8,worst possible check in singapore,1,4
250,2024,Economy Class,Couple Leisure,Doha to Bangkok,2,-0.8,no snack before landing,1,4
252,2024,Economy Class,Couple Leisure,Doha to Houston,1,-0.9,canceled without notification or apology,1,4
253,2024,Economy Class,Couple Leisure,Adelaide to Milan via Doha,2,-0.7,"no email, no phone call",1,4
257,2024,First Class,Family Leisure,Doha to Sydney,10,0.75,seat features not working,1,4
259,2024,Economy Class,Solo Leisure,Hanoi to Manchester via Doha,6,-0.3,food was terrible,4,1
260,2024,Business Class,Family Leisure,Doha to Oslo,2,-0.8,50% more avios for upgrades,1,4
261,2024,Economy Class,Solo Leisure,Munich to Doha,3,-0.7,poor standard of food,2,3
262,2024,Business Class,Family Leisure,Singapore to Edinburgh via Doha,8,0.8,no ice cream on board,1,4
263,2024,Economy Class,Couple Leisure,Madrid to Bangkok via Doha,1,-0.8,seats not allocated as paid for,1,4
265,2024,Economy Class,Solo Leisure,Singapore to Doha,1,-0.8,meal not served correctly,1,4
267,2024,Business Class,Solo Leisure,Doha to Munich,3,-0.6,ordered meal wasn’t on board,1,4
268,2024,Economy Class,Solo Leisure,Bangkok to Doha,7,0.2,contract miracle lounge is one of the worst.,1,4
269,2024,Economy Class,Solo Leisure,Doha to Beirut,3,-0.8,unnecessary delay disrupted my schedule,1,4
270,2024,Economy Class,Family Leisure,Doha to Montreal,1,-0.8,food service issues and unfulfilled promises,1,4
271,2024,Economy Class,Business,Doha to Erbil,1,-0.8,long wait for gate and hotel,1,4
272,2024,Economy Class,Solo Leisure,Singapore to Nice via Doha,1,-0.75,"seat too narrow, elbowing from neighbor",1,4
273,2024,Economy Class,Family Leisure,Sydney to Dublin via Doha,1,-0.9,charge $2.7k to change flights,1,4
274,2024,Economy Class,Family Leisure,Amsterdam to Ho Chi Minh City via Doha,1,-0.7,lost luggage for 8 months,1,4
277,2024,Economy Class,Solo Leisure,Goa to Warsaw via Doha,1,-0.8,1 hour stuck inside a very hot plane,1,4
278,2024,Economy Class,Family Leisure,Singapore to Edinburgh via Doha,1,-0.9,"lost luggage and golf clubs, no help",1,4
279,2024,Economy Class,Couple Leisure,Miami to Davao via Doha,1,-0.8,"long wait, re-routing, poor service",1,4
280,2024,Business Class,Solo Leisure,Jakarta to Doha,9,0.8,plaza premium lounge in jakarta is awful,1,4
281,2024,Business Class,Solo Leisure,Doha to Cebu,6,-0.3,food was nothing to write home about.,1,4
283,2024,Business Class,Solo Leisure,Doha to Jiohannesburg,7,0.2,cabin crew gossiping loudly,1,4
284,2024,Economy Class,Solo Leisure,Auckland to Beirut via Doha,7,0.7,"food was on the small size, and i find they scrimp with the meal and the condiments.",1,4
285,2024,Business Class,Couple Leisure,Doha to Kuala lumpur,1,-0.8,"seat downgrade, luggage mishandled",1,4
289,2024,Economy Class,Family Leisure,Osaka to Dubai via Doha,1,-0.9,"missed connection, unhelpful staff",1,4
290,2024,Business Class,Solo Leisure,Doha to Kansai,2,-0.8,"qsuites not available, delayed flight",1,4
293,2024,Economy Class,Solo Leisure,Bangalore to Chicago via Doha,2,-0.8,unfriendly and rude staff,1,4
294,2024,Economy Class,Solo Leisure,Vancouver to Tehran via Seattle and Doha,1,-0.8,zero empathy and customer service,1,4
295,2024,Business Class,Business,Hong Kong to Doha,2,-0.8,"late in serving meal, no attention to request",1,4
297,2024,Economy Class,Solo Leisure,Melbourne to Dublin via Doha,8,0.8,bit of waiting for boarding,1,4
299,2024,Business Class,Couple Leisure,Istanbul to Doha,3,-0.8,refused entry to partner lounges,1,4
300,2024,Business Class,Family Leisure,Johannesburg to Doha,5,-0.7,"old business class seats, bad condition",1,4
301,2024,Economy Class,Couple Leisure,Larnaca to Colombo via Doha,5,-0.3,seats are small and uncomfortable.,1,4
303,2024,Business Class,Business,Gatwick to Sydney via Doha,1,-0.8,"forced to fly a day later, no lounge access",1,4
305,2024,Economy Class,Solo Leisure,Phuket to Kuwait via Doha,10,0.8,long wait for buses at doha airport,1,4
306,2024,Business Class,Solo Leisure,Frankfurt to Doha,8,0.6,champagne out of stock twice,1,4
307,2024,Business Class,Couple Leisure,Manchester to Doha,6,0.1,no qsuite and average service,1,4
308,2024,Economy Class,Solo Leisure,Rome to Kuwait via Doha,9,0.8,long transfer time at doha airport,1,4
309,2024,Economy Class,Couple Leisure,Amsterdam to Phnom Penh via Doha,2,-0.75,delayed flights and broken bags,1,4
310,2024,Economy Class,Solo Leisure,Munich to Doha,7,-0.6,not enough food for the 6h flight,1,4
312,2024,Business Class,Business,Colombo to Doha,7,-0.7,substituted a350 with old a330,1,4
316,2024,Economy Class,Couple Leisure,Mumbai to London via Doha,1,-0.8,"poor support, blame each other",1,4
317,2024,Economy Class,Couple Leisure,Manchester to Doha,1,-0.8,no response to repeated requests,1,4
318,2024,Economy Class,Couple Leisure,Doha to Philadelphia,6,-0.7,air hostesses were least bothered,1,4
319,2024,Business Class,Solo Leisure,"Manchester, UK to Doha, Qatar",8,0.85,cabin wifi & connectivity did not work,1,4
320,2024,Business Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,6,-0.6,"flight delayed, next flight 12 hours later",1,4
321,2024,Business Class,Solo Leisure,Doha to Frankfurt,5,-0.7,service was well below average,1,4
323,2024,Business Class,Solo Leisure,Colombo to Doha,9,0.8,wifi not working throughout the flight,2,3
324,2024,Business Class,Couple Leisure,Doha to London,6,-0.6,"disorganised gate staff, never addressed by name",1,4
325,2024,Business Class,Business,Doha to Colombo,6,-0.3,"catering issues, no breakfast",1,4
327,2024,Economy Class,Solo Leisure,Manchester to Bangkok via Doha,6,0.2,hour without air con before takeoff,1,4
329,2024,Economy Class,Business,Doha to Frankfurt,2,-0.8,food was unorganized and not good,1,4
330,2024,Economy Class,Couple Leisure,Bangkok to Sofia via Doha,3,-0.8,"different seats, no cooperation",1,4
331,2024,Economy Class,Couple Leisure,Zanzibar to Doha,8,0.8,a little bit cramped with space,1,4
332,2024,Business Class,Solo Leisure,Bangkok to Doha,8,0.7,wifi not working throughout the flight,2,3
333,2024,Economy Class,Solo Leisure,Tokyo to London Heathrow via Doha,1,-0.7,"boarding issues, luggage problems",1,4
334,2024,Business Class,Couple Leisure,Doha to Montreal,1,-0.8,seat wouldn't stay up the whole flight,1,4
335,2024,Economy Class,Business,Doha to Perth,1,-0.8,no attempt to address complaint,1,4
336,2024,First Class,Couple Leisure,Doha to London Heathrow,10,0.7,wifi was bad to say the least,1,4
337,2024,Business Class,Couple Leisure,Auckland to Doha,7,0.2,long wait for steps and bus ride,1,4
340,2024,Economy Class,Couple Leisure,Dusseldorf to Kilimanjaro via Doha,7,0.2,food quality and presentation had deteriorated,1,4
341,2024,Business Class,Business,Frankfurt to Melbourne via Doha,10,0.95,lounge in frankfurt a bit underwhelming,1,4
342,2024,Business Class,Solo Leisure,New York to Johannesburg via Doha,4,-0.8,"lost bag, no full reimbursement",1,4
343,2024,Economy Class,Solo Leisure,Chicago to Dubai via Doha,6,0.3,refund issue not resolved,1,4
345,2024,Business Class,Solo Leisure,Doha to Adelaide,7,0.8,small boarding area with insufficient seats or air conditioning,1,4
346,2024,Business Class,Business,Penang to Doha via Phuket,1,-0.4,"new crew sullen and unsmiling, poor service.",1,4
347,2024,Economy Class,Family Leisure,Ahmedabad to Detroit via Doha,1,-0.8,"flight overbooked, delayed boarding",2,3
348,2024,Economy Class,Solo Leisure,Tbilisi to Doha,2,-0.8,"no covered canopy on the stairs, sat in rain",1,4
352,2024,Economy Class,Business,Gatwick to Erbil via Doha,1,-0.9,missed connecting flight due to long bus ride and security wait,1,4
353,2024,Business Class,Business,Bali to London via Doha,1,-0.8,"downgrade to economy, no alternative flight",1,4
355,2024,Business Class,Couple Leisure,Copenhagen to Doha,10,0.8,food could do with more attention to quality and care in preparation,1,4
356,2024,Economy Class,Solo Leisure,Doha to Brussels,1,-0.8,attendant never came with drinks,1,4
357,2024,Business Class,Couple Leisure,Dallas Ft Worth to Doha,8,0.2,"no one at check-in, had to wait for wheelchair",1,4
359,2024,Economy Class,Couple Leisure,Athens to Kolkata via Doha,8,0.2,flight cancellations and rescheduling issues,1,4
361,2024,Business Class,Business,Düsseldorf to Bangkok via Doha,5,-0.2,wifi didn’t work again throughout the entire flight,1,4
362,2024,Business Class,Solo Leisure,Doha to Bangkok,1,-0.8,downgrade to uncomfortable seat,1,4
364,2023,Economy Class,Couple Leisure,Bangkok to Doha,6,0.1,seats narrow and uncomfortable,1,4
366,2023,Economy Class,Solo Leisure,Ho Chi Minh City to Manchester via Doha,1,-0.8,in-flight entertainment did not work,1,4
371,2023,Economy Class,Couple Leisure,Milan to Salalah via Doha,9,0.8,long wait and traffic jam due to buses,1,4
372,2023,Economy Class,Couple Leisure,Brisbane to Amsterdam via Doha,6,0.2,seats were really uncomfortable,1,4
373,2023,Economy Class,Business,Doha to Johannesburg,3,-0.8,baggage damage and missed flight due to delay,1,4
374,2023,Economy Class,Couple Leisure,Mahé to Doha,6,-0.8,had to repack twice,1,4
375,2023,Economy Class,Family Leisure,Lusaka to Doha,2,-0.8,"seats are too narrow, no space for legs.",1,4
376,2023,Business Class,Solo Leisure,Istanbul to Dubai via Doha,3,-0.8,food and beverage service sub par,1,4
377,2023,Economy Class,Solo Leisure,Melbourne to Manchester via Doha,8,0.8,flight delays and rebooking issues with cathay pacific,1,4
378,2023,Economy Class,Solo Leisure,New York to Tbilisi via Doha,1,-0.8,extra legroom with no benefits,1,4
379,2023,Business Class,Couple Leisure,Seattle to Delhi via Doha,5,-0.7,crew level has come down significantly,1,4
380,2023,Economy Class,Solo Leisure,Brussels to Doha,2,-0.8,poor food and slow service,1,4
382,2023,Business Class,Solo Leisure,Denpasar to Doha,9,0.7,food could be improved,1,4
383,2023,Business Class,Solo Leisure,Doha to Denpasar,9,0.9,wifi should be free,1,4
