review_id,review_date,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_overall,sentiment_score,keyword,sentiment_type,frequency,rank_global
14,2026-01-30,2026,1,Business Class,Business,Sydney to Doha,Ireland,2,negative,-0.8,pre arranged seat,negative,1,37
16,2026-01-24,2026,1,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,4,negative,-0.8,cramped,negative,40,8
16,2026-01-24,2026,1,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,4,negative,-0.8,uncomfortable,negative,65,2
16,2026-01-24,2026,1,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,4,negative,-0.8,disengaged,negative,2,36
16,2026-01-24,2026,1,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,4,negative,-0.8,warmth,negative,1,37
18,2026-01-14,2026,1,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,Germany,8,positive,0.6,poor f/b choices,negative,1,37
18,2026-01-14,2026,1,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,Germany,8,positive,0.6,not well organized,negative,1,37
18,2026-01-14,2026,1,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,Germany,8,positive,0.6,cut visit short,negative,1,37
18,2026-01-14,2026,1,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,Germany,8,positive,0.6,wifi did not work,negative,2,36
19,2026-01-11,2026,1,Economy Class,Family Leisure,Auckland to Lisbon via Doha,Portugal,4,negative,-0.8,lack of communication,negative,2,36
19,2026-01-11,2026,1,Economy Class,Family Leisure,Auckland to Lisbon via Doha,Portugal,4,negative,-0.8,lost baggage,negative,1,37
19,2026-01-11,2026,1,Economy Class,Family Leisure,Auckland to Lisbon via Doha,Portugal,4,negative,-0.8,unanswered,negative,3,35
19,2026-01-11,2026,1,Economy Class,Family Leisure,Auckland to Lisbon via Doha,Portugal,4,negative,-0.8,no help,negative,4,34
19,2026-01-11,2026,1,Economy Class,Family Leisure,Auckland to Lisbon via Doha,Portugal,4,negative,-0.8,food choices ran out,negative,1,37
21,2026-01-08,2026,1,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,neutral,0.1,average,negative,29,13
21,2026-01-08,2026,1,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,neutral,0.1,disorganized,negative,3,35
21,2026-01-08,2026,1,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,neutral,0.1,patchy,negative,9,29
21,2026-01-08,2026,1,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,neutral,0.1,issues,negative,8,30
23,2026-01-01,2026,1,Economy Class,Solo Leisure,Abu Dhabi to Doha,Croatia,1,negative,-0.8,disappointing,negative,53,5
23,2026-01-01,2026,1,Economy Class,Solo Leisure,Abu Dhabi to Doha,Croatia,1,negative,-0.8,lack of assistance,negative,1,37
23,2026-01-01,2026,1,Economy Class,Solo Leisure,Abu Dhabi to Doha,Croatia,1,negative,-0.8,left to handle,negative,1,37
26,2025-12-26,2025,12,Economy Class,Solo Leisure,Casablanca to Doha,Rwanda,8,positive,0.9,boarding clear but tedious,negative,1,37
27,2025-12-24,2025,12,Economy Class,Couple Leisure,Hanoi to Dusseldorf via Doha,Germany,7,mixed,0.2,bad,negative,21,18
27,2025-12-24,2025,12,Economy Class,Couple Leisure,Hanoi to Dusseldorf via Doha,Germany,7,mixed,0.2,no shrimp,negative,1,37
29,2025-12-22,2025,12,Business Class,Solo Leisure,CPH to DOH,Iceland,10,positive,0.8,disappointment,negative,21,18
29,2025-12-22,2025,12,Business Class,Solo Leisure,CPH to DOH,Iceland,10,positive,0.8,mediocre,negative,19,20
30,2025-12-17,2025,12,Economy Class,Solo Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.9,pay for second baggage,negative,1,37
31,2025-12-17,2025,12,Economy Class,Family Leisure,Doha to Paris,Australia,3,negative,-0.8,underwhelming,negative,7,31
31,2025-12-17,2025,12,Economy Class,Family Leisure,Doha to Paris,Australia,3,negative,-0.8,delayed,negative,109,1
31,2025-12-17,2025,12,Economy Class,Family Leisure,Doha to Paris,Australia,3,negative,-0.8,uncomfortable,negative,65,2
31,2025-12-17,2025,12,Economy Class,Family Leisure,Doha to Paris,Australia,3,negative,-0.8,filthy,negative,2,36
34,2025-12-15,2025,12,Economy Class,Solo Leisure,Boston to Muscat via Doha,United States,1,negative,-0.8,lost,negative,14,24
34,2025-12-15,2025,12,Economy Class,Solo Leisure,Boston to Muscat via Doha,United States,1,negative,-0.8,bag,negative,1,37
34,2025-12-15,2025,12,Economy Class,Solo Leisure,Boston to Muscat via Doha,United States,1,negative,-0.8,documents,negative,2,36
34,2025-12-15,2025,12,Economy Class,Solo Leisure,Boston to Muscat via Doha,United States,1,negative,-0.8,hours,negative,11,27
34,2025-12-15,2025,12,Economy Class,Solo Leisure,Boston to Muscat via Doha,United States,1,negative,-0.8,compensation,negative,9,29
34,2025-12-15,2025,12,Economy Class,Solo Leisure,Boston to Muscat via Doha,United States,1,negative,-0.8,issues,negative,8,30
35,2025-12-14,2025,12,Economy Class,Couple Leisure,Dusseldorf to Doha,Germany,6,negative,-0.6,mediocre,negative,19,20
35,2025-12-14,2025,12,Economy Class,Couple Leisure,Dusseldorf to Doha,Germany,6,negative,-0.6,no salt and butter,negative,1,37
35,2025-12-14,2025,12,Economy Class,Couple Leisure,Dusseldorf to Doha,Germany,6,negative,-0.6,small doses,negative,1,37
35,2025-12-14,2025,12,Economy Class,Couple Leisure,Dusseldorf to Doha,Germany,6,negative,-0.6,plastic glasses,negative,1,37
35,2025-12-14,2025,12,Economy Class,Couple Leisure,Dusseldorf to Doha,Germany,6,negative,-0.6,no amenity kit,negative,2,36
36,2025-12-13,2025,12,Business Class,Family Leisure,Doha to Boston,United States,10,positive,0.8,pain,negative,3,35
36,2025-12-13,2025,12,Business Class,Family Leisure,Doha to Boston,United States,10,positive,0.8,missed,negative,26,15
36,2025-12-13,2025,12,Business Class,Family Leisure,Doha to Boston,United States,10,positive,0.8,no show,negative,2,36
37,2025-12-09,2025,12,Economy Class,Family Leisure,Brisbane to Barcelona via Doha,Australia,4,negative,-0.8,less food,negative,1,37
37,2025-12-09,2025,12,Economy Class,Family Leisure,Brisbane to Barcelona via Doha,Australia,4,negative,-0.8,large breaks,negative,1,37
37,2025-12-09,2025,12,Economy Class,Family Leisure,Brisbane to Barcelona via Doha,Australia,4,negative,-0.8,starving,negative,2,36
37,2025-12-09,2025,12,Economy Class,Family Leisure,Brisbane to Barcelona via Doha,Australia,4,negative,-0.8,no butter or salt and pepper,negative,1,37
37,2025-12-09,2025,12,Economy Class,Family Leisure,Brisbane to Barcelona via Doha,Australia,4,negative,-0.8,different rules,negative,1,37
37,2025-12-09,2025,12,Economy Class,Family Leisure,Brisbane to Barcelona via Doha,Australia,4,negative,-0.8,refused to let child use,negative,1,37
38,2025-12-07,2025,12,Business Class,Solo Leisure,Doha to Seattle,United States,5,negative,-0.7,inattentive,negative,3,35
38,2025-12-07,2025,12,Business Class,Solo Leisure,Doha to Seattle,United States,5,negative,-0.7,inedible,negative,16,22
38,2025-12-07,2025,12,Business Class,Solo Leisure,Doha to Seattle,United States,5,negative,-0.7,confusing,negative,6,32
38,2025-12-07,2025,12,Business Class,Solo Leisure,Doha to Seattle,United States,5,negative,-0.7,lack,negative,3,35
38,2025-12-07,2025,12,Business Class,Solo Leisure,Doha to Seattle,United States,5,negative,-0.7,dry,negative,9,29
38,2025-12-07,2025,12,Business Class,Solo Leisure,Doha to Seattle,United States,5,negative,-0.7,overcooked,negative,8,30
39,2025-12-05,2025,12,Business Class,Business,New York to Nairobi via Doha,United States,9,positive,0.8,scratchy,negative,1,37
39,2025-12-05,2025,12,Business Class,Business,New York to Nairobi via Doha,United States,9,positive,0.8,short-staffed,negative,1,37
40,2025-12-03,2025,12,Business Class,Solo Leisure,Bangkok to Johannesburg via Doa,Taiwan,9,positive,0.8,not always available,negative,1,37
40,2025-12-03,2025,12,Business Class,Solo Leisure,Bangkok to Johannesburg via Doa,Taiwan,9,positive,0.8,could not get the wifi to work,negative,1,37
41,2025-12-02,2025,12,Economy Class,Solo Leisure,Doha to Frankfurt,Netherlands,1,negative,-0.8,delay,negative,42,7
41,2025-12-02,2025,12,Economy Class,Solo Leisure,Doha to Frankfurt,Netherlands,1,negative,-0.8,no communication,negative,3,35
41,2025-12-02,2025,12,Economy Class,Solo Leisure,Doha to Frankfurt,Netherlands,1,negative,-0.8,missed connection,negative,4,34
41,2025-12-02,2025,12,Economy Class,Solo Leisure,Doha to Frankfurt,Netherlands,1,negative,-0.8,denied lounge access,negative,1,37
41,2025-12-02,2025,12,Economy Class,Solo Leisure,Doha to Frankfurt,Netherlands,1,negative,-0.8,insufficient voucher,negative,1,37
42,2025-11-25,2025,11,Business Class,Couple Leisure,Johanesberg to Dublin via Doha,Ireland,9,positive,0.85,disappointment,negative,21,18
42,2025-11-25,2025,11,Business Class,Couple Leisure,Johanesberg to Dublin via Doha,Ireland,9,positive,0.85,ordinary,negative,5,33
43,2025-11-24,2025,11,Economy Class,Couple Leisure,Doha to Brisbane,Australia,6,mixed,-0.3,cramped,negative,40,8
43,2025-11-24,2025,11,Economy Class,Couple Leisure,Doha to Brisbane,Australia,6,mixed,-0.3,uncomfortable,negative,65,2
43,2025-11-24,2025,11,Economy Class,Couple Leisure,Doha to Brisbane,Australia,6,mixed,-0.3,hard arm rests,negative,1,37
43,2025-11-24,2025,11,Economy Class,Couple Leisure,Doha to Brisbane,Australia,6,mixed,-0.3,not always hot,negative,1,37
43,2025-11-24,2025,11,Economy Class,Couple Leisure,Doha to Brisbane,Australia,6,mixed,-0.3,poor cuisine selection,negative,1,37
44,2025-11-23,2025,11,Economy Class,Couple Leisure,Phuket to Frankfurt via Doha,Germany,10,positive,0.9,severe illness,negative,1,37
44,2025-11-23,2025,11,Economy Class,Couple Leisure,Phuket to Frankfurt via Doha,Germany,10,positive,0.9,physically very bad situation,negative,1,37
45,2025-11-23,2025,11,Business Class,Solo Leisure,London to Doha,Qatar,8,mixed,-0.2,poor,negative,63,3
45,2025-11-23,2025,11,Business Class,Solo Leisure,London to Doha,Qatar,8,mixed,-0.2,disaster,negative,9,29
47,2025-11-19,2025,11,Economy Class,Couple Leisure,Athens to Adelaide via Doha,Australia,10,positive,0.9,service fee,negative,1,37
48,2025-11-19,2025,11,First Class,Couple Leisure,Doha to Muscat,United States,9,positive,0.8,difficult,negative,10,28
48,2025-11-19,2025,11,First Class,Couple Leisure,Doha to Muscat,United States,9,positive,0.8,narrow,negative,20,19
48,2025-11-19,2025,11,First Class,Couple Leisure,Doha to Muscat,United States,9,positive,0.8,no wifi,negative,6,32
52,2025-11-08,2025,11,Economy Class,Solo Leisure,Doha to Lisbon,Portugal,4,negative,-0.8,useless,negative,10,28
52,2025-11-08,2025,11,Economy Class,Solo Leisure,Doha to Lisbon,Portugal,4,negative,-0.8,last behind economy,negative,1,37
52,2025-11-08,2025,11,Economy Class,Solo Leisure,Doha to Lisbon,Portugal,4,negative,-0.8,broken,negative,17,21
52,2025-11-08,2025,11,Economy Class,Solo Leisure,Doha to Lisbon,Portugal,4,negative,-0.8,rude,negative,31,12
52,2025-11-08,2025,11,Economy Class,Solo Leisure,Doha to Lisbon,Portugal,4,negative,-0.8,awful,negative,28,14
54,2025-10-31,2025,10,Business Class,Solo Leisure,Düsseldorf to Doha,Germany,6,positive,0.6,unorganised,negative,5,33
54,2025-10-31,2025,10,Business Class,Solo Leisure,Düsseldorf to Doha,Germany,6,positive,0.6,mess,negative,8,30
54,2025-10-31,2025,10,Business Class,Solo Leisure,Düsseldorf to Doha,Germany,6,positive,0.6,long queue,negative,5,33
54,2025-10-31,2025,10,Business Class,Solo Leisure,Düsseldorf to Doha,Germany,6,positive,0.6,staff,negative,3,35
55,2025-10-21,2025,10,Economy Class,Solo Leisure,Cape Town to Doha,South Africa,10,positive,0.9,glitch,negative,2,36
56,2025-10-19,2025,10,Economy Class,Business,Medina to Amsterdam via Doha,Saudi Arabia,5,negative,-0.75,tighter,negative,1,37
56,2025-10-19,2025,10,Economy Class,Business,Medina to Amsterdam via Doha,Saudi Arabia,5,negative,-0.75,smaller legroom,negative,1,37
56,2025-10-19,2025,10,Economy Class,Business,Medina to Amsterdam via Doha,Saudi Arabia,5,negative,-0.75,cramped,negative,40,8
56,2025-10-19,2025,10,Economy Class,Business,Medina to Amsterdam via Doha,Saudi Arabia,5,negative,-0.75,uncomfortable,negative,65,2
56,2025-10-19,2025,10,Economy Class,Business,Medina to Amsterdam via Doha,Saudi Arabia,5,negative,-0.75,absence,negative,1,37
57,2025-10-14,2025,10,Business Class,Solo Leisure,Bangkok to Doha,Germany,1,negative,-0.8,failure,negative,3,35
57,2025-10-14,2025,10,Business Class,Solo Leisure,Bangkok to Doha,Germany,1,negative,-0.8,insult,negative,4,34
57,2025-10-14,2025,10,Business Class,Solo Leisure,Bangkok to Doha,Germany,1,negative,-0.8,never,negative,2,36
57,2025-10-14,2025,10,Business Class,Solo Leisure,Bangkok to Doha,Germany,1,negative,-0.8,manual,negative,1,37
58,2025-10-12,2025,10,Economy Class,Family Leisure,Dusseldorf to Doha,Qatar,1,mixed,-0.3,bad,negative,21,18
58,2025-10-12,2025,10,Economy Class,Family Leisure,Dusseldorf to Doha,Qatar,1,mixed,-0.3,damaged,negative,6,32
58,2025-10-12,2025,10,Economy Class,Family Leisure,Dusseldorf to Doha,Qatar,1,mixed,-0.3,no compensation,negative,8,30
59,2025-10-09,2025,10,Economy Class,Couple Leisure,Athens to Doha,Australia,10,positive,0.9,public transport strike,negative,1,37
60,2025-10-08,2025,10,Business Class,Solo Leisure,Doha to Munich,Germany,5,negative,-0.6,ife,negative,1,37
60,2025-10-08,2025,10,Business Class,Solo Leisure,Doha to Munich,Germany,5,negative,-0.6,did not work,negative,16,22
60,2025-10-08,2025,10,Business Class,Solo Leisure,Doha to Munich,Germany,5,negative,-0.6,unusable,negative,1,37
60,2025-10-08,2025,10,Business Class,Solo Leisure,Doha to Munich,Germany,5,negative,-0.6,wifi,negative,2,36
60,2025-10-08,2025,10,Business Class,Solo Leisure,Doha to Munich,Germany,5,negative,-0.6,did not work,negative,16,22
62,2025-10-06,2025,10,Business Class,Couple Leisure,Rome to Singapore via Doha,Australia,1,negative,-0.8,cancelled,negative,40,8
62,2025-10-06,2025,10,Business Class,Couple Leisure,Rome to Singapore via Doha,Australia,1,negative,-0.8,hours trying,negative,1,37
62,2025-10-06,2025,10,Business Class,Couple Leisure,Rome to Singapore via Doha,Australia,1,negative,-0.8,extra costs,negative,3,35
62,2025-10-06,2025,10,Business Class,Couple Leisure,Rome to Singapore via Doha,Australia,1,negative,-0.8,non existent customer service,negative,1,37
63,2025-09-30,2025,9,First Class,Solo Leisure,Doha to Amman,Qatar,6,mixed,-0.3,tiny toilets,negative,1,37
63,2025-09-30,2025,9,First Class,Solo Leisure,Doha to Amman,Qatar,6,mixed,-0.3,old plane,negative,3,35
63,2025-09-30,2025,9,First Class,Solo Leisure,Doha to Amman,Qatar,6,mixed,-0.3,overlooked,negative,2,36
65,2025-09-23,2025,9,Business Class,Business,Frankfurt to Bangkok via Doha,Thailand,5,mixed,-0.3,crowded,negative,17,21
65,2025-09-23,2025,9,Business Class,Business,Frankfurt to Bangkok via Doha,Thailand,5,mixed,-0.3,poor choice,negative,2,36
65,2025-09-23,2025,9,Business Class,Business,Frankfurt to Bangkok via Doha,Thailand,5,mixed,-0.3,not what i am used to,negative,1,37
65,2025-09-23,2025,9,Business Class,Business,Frankfurt to Bangkok via Doha,Thailand,5,mixed,-0.3,quality of wine reduced,negative,1,37
65,2025-09-23,2025,9,Business Class,Business,Frankfurt to Bangkok via Doha,Thailand,5,mixed,-0.3,wifi not working,negative,3,35
66,2025-09-18,2025,9,Economy Class,Solo Leisure,London Heathrow to Lusaka via Doha,Zambia,10,positive,0.9,cheap,negative,4,34
66,2025-09-18,2025,9,Economy Class,Solo Leisure,London Heathrow to Lusaka via Doha,Zambia,10,positive,0.9,miserly,negative,2,36
67,2025-09-14,2025,9,Business Class,Solo Leisure,Doha to Frankfurt,Germany,8,positive,0.6,not well organised,negative,1,37
68,2025-09-13,2025,9,Business Class,Solo Leisure,Bangkok to Doha,Germany,5,neutral,0.2,poor,negative,63,3
68,2025-09-13,2025,9,Business Class,Solo Leisure,Bangkok to Doha,Germany,5,neutral,0.2,unorganised,negative,5,33
68,2025-09-13,2025,9,Business Class,Solo Leisure,Bangkok to Doha,Germany,5,neutral,0.2,not tasty,negative,2,36
68,2025-09-13,2025,9,Business Class,Solo Leisure,Bangkok to Doha,Germany,5,neutral,0.2,poor quality,negative,10,28
68,2025-09-13,2025,9,Business Class,Solo Leisure,Bangkok to Doha,Germany,5,neutral,0.2,did not work,negative,16,22
69,2025-09-07,2025,9,Economy Class,Family Leisure,Doha to Boston,United States,8,neutral,0.2,reassigned,negative,1,37
73,2025-08-21,2025,8,Business Class,Business,Sharjah to Moscow via Doha,United Arab Emirates,4,negative,-0.8,swapped,negative,2,36
73,2025-08-21,2025,8,Business Class,Business,Sharjah to Moscow via Doha,United Arab Emirates,4,negative,-0.8,outdated,negative,12,26
73,2025-08-21,2025,8,Business Class,Business,Sharjah to Moscow via Doha,United Arab Emirates,4,negative,-0.8,no privacy,negative,2,36
73,2025-08-21,2025,8,Business Class,Business,Sharjah to Moscow via Doha,United Arab Emirates,4,negative,-0.8,unresponsive,negative,3,35
74,2025-08-19,2025,8,Economy Class,Solo Leisure,Johannesburg to Vienna,South Africa,1,negative,-0.8,inefficiency,negative,1,37
74,2025-08-19,2025,8,Economy Class,Solo Leisure,Johannesburg to Vienna,South Africa,1,negative,-0.8,denied boarding,negative,1,37
74,2025-08-19,2025,8,Economy Class,Solo Leisure,Johannesburg to Vienna,South Africa,1,negative,-0.8,delay,negative,42,7
74,2025-08-19,2025,8,Economy Class,Solo Leisure,Johannesburg to Vienna,South Africa,1,negative,-0.8,uncertain,negative,1,37
74,2025-08-19,2025,8,Economy Class,Solo Leisure,Johannesburg to Vienna,South Africa,1,negative,-0.8,closed gate,negative,2,36
74,2025-08-19,2025,8,Economy Class,Solo Leisure,Johannesburg to Vienna,South Africa,1,negative,-0.8,missed flight,negative,4,34
75,2025-08-18,2025,8,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,10,positive,0.9,patchy,negative,9,29
76,2025-08-18,2025,8,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.8,virtually unusable,negative,1,37
76,2025-08-18,2025,8,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.8,dropping out,negative,1,37
77,2025-08-10,2025,8,Economy Class,Family Leisure,Warsaw to Seychelles via Doha,Poland,5,negative,-0.6,freezing,negative,3,35
77,2025-08-10,2025,8,Economy Class,Family Leisure,Warsaw to Seychelles via Doha,Poland,5,negative,-0.6,cold air,negative,1,37
79,2025-07-28,2025,7,Economy Class,Family Leisure,Bangkok to Cape Town via Doha,South Africa,3,negative,-0.8,wasn't working,negative,1,37
79,2025-07-28,2025,7,Economy Class,Family Leisure,Bangkok to Cape Town via Doha,South Africa,3,negative,-0.8,bad!!,negative,1,37
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,disappointed,negative,60,4
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,delayed,negative,109,1
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,charged,negative,4,34
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,stranded,negative,9,29
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,lost,negative,14,24
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,incurred expense,negative,1,37
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,bang average,negative,1,37
82,2025-07-18,2025,7,Economy Class,Family Leisure,Melbourne to Venice via Athens,Australia,1,negative,-0.9,laughable,negative,1,37
85,2025-07-07,2025,7,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,9,positive,0.7,difficult to understand,negative,1,37
85,2025-07-07,2025,7,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,9,positive,0.7,sluggish,negative,3,35
85,2025-07-07,2025,7,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,9,positive,0.7,unreliable,negative,2,36
85,2025-07-07,2025,7,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,9,positive,0.7,swimming in oil,negative,1,37
86,2025-07-07,2025,7,Business Class,Solo Leisure,Doha to Goa,Iceland,9,positive,0.8,lacked,negative,2,36
86,2025-07-07,2025,7,Business Class,Solo Leisure,Doha to Goa,Iceland,9,positive,0.8,letdown,negative,6,32
86,2025-07-07,2025,7,Business Class,Solo Leisure,Doha to Goa,Iceland,9,positive,0.8,patchy,negative,9,29
87,2025-07-05,2025,7,Business Class,Business,Hong Kong to Sao Paulo via Doha,Hong Kong,2,negative,-0.8,delay,negative,42,7
87,2025-07-05,2025,7,Business Class,Business,Hong Kong to Sao Paulo via Doha,Hong Kong,2,negative,-0.8,canceled,negative,5,33
87,2025-07-05,2025,7,Business Class,Business,Hong Kong to Sao Paulo via Doha,Hong Kong,2,negative,-0.8,unhelpful,negative,20,19
87,2025-07-05,2025,7,Business Class,Business,Hong Kong to Sao Paulo via Doha,Hong Kong,2,negative,-0.8,pandemonium,negative,2,36
87,2025-07-05,2025,7,Business Class,Business,Hong Kong to Sao Paulo via Doha,Hong Kong,2,negative,-0.8,hours,negative,11,27
87,2025-07-05,2025,7,Business Class,Business,Hong Kong to Sao Paulo via Doha,Hong Kong,2,negative,-0.8,waiting,negative,14,24
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,chaotic,negative,39,9
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,unorganised,negative,5,33
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,screamed,negative,2,36
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,messy,negative,5,33
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,letdown,negative,6,32
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,soggy,negative,3,35
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,unpleasant,negative,8,30
88,2025-07-04,2025,7,Economy Class,Solo Leisure,Doha to Bangkok,Germany,2,negative,-0.8,tightly,negative,3,35
